link_wine,titulo,comentario_sommelier,preco_total,preco_associado,desconto,tipo,uvas,pais,regiao,vinicola,teor_alcoolico,amadurecimento,classificacao,visual,aroma,gustativo,temperatura_servico,potencial_guarda,harmonizacao,quantidade_avaliacoes,nota
https://www.wine.com.br/vinhos/bridlewood-paso-robles-cabernet-sauvignon-2017/prod22614.html,Bridlewood Paso Robles Cabernet Sauvignon 2017,"Tinto californiano rico em aromas de frutas como groselha negra e amora, sobre nuances de noz-moscada, canela e cravo. Seu paladar é de médio corpo, macio, fresco e muito agradável. É elaborado pela Bridlewood Estate Winery a partir de seus vinhedos em Paso Robles, caracterizando assim neste exemplar o seu terroir de origem bem como o caráter varietal da Cabernet Sauvignon, uva que predomina em sua composição.",165.9,81.79,51.0,Tinto,"Cabernet Sauvignon (88%), Merlot (2%), Petite Sirah (10%)",Estados Unidos,Califórnia,Bridlewood Winery,13.80% ABV,8 meses em barricas de carvalho francês.,Meio Seco/Demi-Sec,Rubi intenso,"Groselha negra, amora, noz-moscada, canela, cravo","Médio corpo, fresco, taninos macios, bom final, frutado, amadeirado",16 °C,6 anos,"Vitela com cogumelos, linguine com ragu de calabresa, steak au poivre, berinjela à parmegiana, risoto de queijo provolone, e queijos semiduros.",2.0,4.0
https://www.wine.com.br/vinhos/chateau-cap-d-or-a-o-c-saint-georges-saint-emilion-2014/prod17908.html,Château Cap d`Or A.O.C. Saint-Georges Saint-Émilion 2014,"Um representante distintivo do estilo bordalês da margem direita do Dordogne, com toda elegância da Merlot expressa nos aromas frutados e florais, com nuances de mentol e de ervas finas, que envolvem o paladar de médio corpo, com taninos macios completado por um um frescor agradável e um final frutado.  Um exemplar de produção limitada, de uma denominação de origem ainda pouco conhecida por aqui e que revelou-se uma descoberta sedutora.",-1.0,-1.0,,Tinto,"Merlot (86%), Cabernet Franc (14%)",França,Bordeaux,Château Cap Saint George,13.50% ABV,12 meses em barris de carvalho.,Seco,Rubi,"Framboesa, floral, mentol, ervas finas","Médio corpo, frutado, taninos macios, acidez agradável",16 °C,8 anos,"Baby beef com pimenta rosa, risoto de arroz vermelho e cogumelos, filé de avestruz ao molho de vinho e risoto de açafrão, magret de pato ao forno, ravioli de vitela ao molho de cogumelos,  e queijos como pecorino e grana padano.",9.0,4.0
https://www.wine.com.br/vinhos/la-roncaia-i-g-t-delle-venezie-refosco-2015/prod19004.html,La Roncaia I.G.T. Delle Venezie Refosco 2015,"Amadurecido por 18 meses em barricas de carvalho, esse rótulo traz a Refosco, uma uva tinta que é destaque no nordeste da Itália, área que possui vinhas antigas dessa variedade. Com uma safra de qualidade, esse exemplar é uma excelente opção para conhecer a tipicidade da região de Delle Venezie.",-1.0,-1.0,,Tinto,Refosco,Itália,Delle Venezie,La Roncaia,14.00% ABV,"18 meses em barricas de carvalho, seguido por mais 6 meses em garrafa",Meio Seco/Demi-Sec,Rubi,"Frutas maduras, couro, especiarias","Elegante, taninos presentes, boa acidez, corpo de médio para encorpado, maduro",16 °C,8 anos,"Tábua de queijos gruyère, reino e parmesão, com culatello, Blutwurst (morcela ou chouriço) e cotechino, filé ao molho de cogumelos, pappardelle com ragu de costela, batata rosti com bacon e parmesão, conchiglione de abóbora com carne seca, risoto de costelinha defumada. ",6.0,4.0
https://www.wine.com.br/vinhos/undurraga-t-h-rarities-cauquenes-cabernet-sauvignon-2015/prod20530.html,Undurraga T.H. Rarities Cauquenes Cabernet Sauvignon 2015,"Produzido em Cauquenes, no Valle del Maule, com a rainha das tintas, a Cabernet Sauvignon, esse exemplar integra o projeto enológico ímpar da Undurraga chamado Terroir Hunter (T.H.), iniciado em 2007. Traz ainda o termo ""Rarities"" no nome, pela raridade da vinícola em cultivar essa uva no Maule.",-1.0,-1.0,,Tinto,Cabernet Sauvignon (100%),Chile,Valle del Maule,Undurraga,14.50% ABV,16 meses em barricas de carvalho francês.,Seco,Rubi intenso,"Frutas negras maduras, amadeirado, cacau, pimenta-do-reino","Encorpado, taninos presentes, boa acidez, amadeirado",16 °C,10 anos,"Paleta de cordeiro com massa na manteiga, filé com batatas gratinadas, t-bone com legumes grelhados, conchiglione aos quatro queijos gratinado, polenta ao ragu de pescoço de peru, rabada ao vinho tinto.",3.0,5.0
https://www.wine.com.br/vinhos/cavas-don-nicasio-gran-reserva-bonarda-2015/prod20297.html,Cavas Don Nicasio Gran Reserva Bonarda 2015,"Elaborado pela Bodega Iaccarini, cuja expertise no mundo do vinho segue firme desde 1903, este é um varietal de Bonarda, cujos vinhedos possuem mais de 50 anos de idade e estão plantados a uma altitude de 850 metros. Ou seja, complexidade e elegância da uva à taça.",165.3,140.51,15.0,Tinto,Bonarda (100%),Argentina,Mendoza,Bodega Iaccarini,13.50% ABV,18 meses em barricas de carvalho francês.,Seco,Rubi intenso,"Amora madura, groselha madura, especiarias, tosta","Encorpado, taninos firmes, boa acidez, frutado, média presença da madeira",16 °C,10 anos,"Espetinhos com feijão tropeiro, ancho com arroz de banana, polpettone com penne ao molho branco gratinado, risoto de filé mignon com crocante de alho poró, fraldinha a dijon, tagliatelle ao funghi. ",6.0,2.0
https://www.wine.com.br/vinhos/ropiteau-freres-rouge-mercurey-2013/prod16572.html,Ropiteau Frères Rouge Mercurey 2013,"Pinot Noir leve, macio e fresco, com aromas de frutas, notas amadeiradas e traços de couro. Elaborado na área do município de Mercurey, dentro da Côte Chalonnaise, pela renomada Ropiteau Frères. Já ao sul da Bourgogne, o terroir de Mercurey tem uma personalidade própria, transmitida aos vinhos que se originam de vinhas culivadas em suaves encostas de boa exposição solar.",-1.0,-1.0,,Tinto,Pinot Noir (100%),França,Bourgogne,Ropiteau Frères,12.50% ABV,"14 a 16 meses em barricas de carvalho, 20% novas.",Seco,Vermelho rubi.,"Aromas de frutas, com notas amadeiradas e traços couro.","Leve, com taninos macios, bom frescor, equilibrado e com final de boa persistência.",16 °C,7 anos,"Filet mignon a la crème et champignon, picanha suína à California, coq au vin, linguine com salmão defumado, cozido de legumes ao molho de tomate, queijos semiduros.",2.0,4.0
https://www.wine.com.br/bundle/winebox-surpreendentes/prodMSI080.html,WineBox Surpreendentes,"Esse tinto com estilo gastronômico traz a Petit Verdot, uma uva de origem francesa tida como rara no Uruguai, pois ainda é pouco cultivada no país. Expressado excelentes resultados de sua adaptação no terroir local, é uma ótima oportunidade para descobrir novos sabores desse país boutique.",166.8,93.31,44.0,Tinto,Petit Verdot (100%),Uruguai,Canelones,Wine.com.br,13.00% ABV,16 a 20 meses em barricas de carvalho francês e americano. ,Seco,Rubi,"Morango, framboesa, cereja, amora, especiarias doces","Gastronômico, médio corpo, boa acidez, taninos macios, leve amadeirado",15 °C,6 anos,"Salada de alface frissé com bacon e grão de bico, escondidinho com ragu de linguiça, arroz carreteiro, polpetone à parmegiana, fraldinha recheada, penne ao molho de cogumelos. ",1.0,5.0
https://www.wine.com.br/vinhos/pinhal-da-torre-resoluto-2015/prod21082.html,Pinhal da Torre Resoluto 2015,"Resoluto é um tinto elaborado pela afamada Pinhal da Torre, principal vinícola da região de Tejo em Portugal. O blend de uvas tintas clássicas dá vida a um vinho com boa complexidade de aromas e sabores, perfeito para ser harmonizado com carnes vermelhas.",160.0,136.0,15.0,Tinto,"Touriga Franca , Trincadeira , Alicante Bouschet",Portugal,Tejo,Pinhal da Torre,14.00% ABV,18 meses em barricas de carvalho francês.,Meio Seco/Demi-Sec,Rubi intenso,"Frutas vermelhas maduras, cacau, especiarias, amadeirado","Corpo de médio para encorpado, taninos presentes, acidez agradável, amadeirado",16 °C,7 anos,"Mix de queijos duros, churrasco, carré de cordeiro com molho de hortelã, risoto de funghi, hambúrguer de angus com queijo gruyère, picanha invertida.",2.0,3.0
https://www.wine.com.br/vinhos/chateau-de-pierreux-a-o-c-brouilly-2013/prod15026.html,Château de Pierreux A.O.C. Brouilly 2013,"O aroma destaca as frutas negras frescas, notas de alcaçuz e especiarias e nuances de violeta. Em boca, é saboroso, com taninos discretos, bom frescor e agradável mineralidade. Esse vinho é elaborado na região de Brouilly e leva o nome da denominação do maior e mais meridional dos Crus do Beaujolais, cujo nome tem em sua origem o Mont Brouilly, em que Brulius, um tenente do exército romano, acampava com frequência.",159.0,75.68,52.0,Tinto,Gamay (100%),França,Brouilly,Mommessin,12.50% ABV,6 meses em barris de carvalho,Seco,Rubi brilhante.,"Frutas negras frescas, notas de alcaçuz e especiarias, com nuances de violeta.","Saboroso, com taninos discretos, bom frescor e agradável mineralidade.",15 °C,6 anos,"Trança de lombo suíno com amêndoas, queijo Asiago, steak tartare, pamonha recheada com queijo Canastra, cogumelos ao vinho com polenta cremosa e escalope de mignon ao molho rôti. ",13.0,3.0
https://www.wine.com.br/vinhos/gran-bajoz-tinta-de-toro-2013/prod16932.html,Gran Bajoz Tinta De Toro 2013,"Tinto com aromas encantadores de frutas vermelhas e negras maduras, com notas de café e chocolate amargo. Em boca se mostra intenso, potente, saboroso, frutado e com taninos aveludados. Elaborado a partir de vinhas velhas, com mais de 60 anos de Tinta del Toro, uva típica da Espanha, esse exemplar surpreende.",157.6,133.96,15.0,Tinto,Tinta de Toro (100%),Espanha,Toro,Pagos del Rey,14.50% ABV,"12 meses em barricas de carvalho francês e americano, com mais 3 meses em garrafa.",Seco,Rubi intenso.,"Frutas vermelhas maduras, frutas negras maduras, café, chocolate amargo.","Intenso, potente, saboroso, frutado, taninos aveludados.",16 °C,8 anos,"Ossobuco com polenta cremosa, paella valenciana, risoto de parmesão, carré de cordeiro, penne ao molho branco, contrafilé com manteiga de ervas e pimenta preta.",3.0,2.0
https://www.wine.com.br/vinhos/chateau-langlet-a-o-c-graves-blanc-2015-/prod18028.html,Chateau Langlet A.O.C. Graves Blanc 2015.,"Branco típico do estilo de Bordeaux, traz aromas cítricos, como laranja e limão, com um toque vegetal e discreta baunilha. Na boca mostra-se fresco e frutado, com corpo de leve para médio. É elaborado pelo Château Langlet, cujos vinhos foram citados na edição de 1868 de «Bordeaux e seus vinhos», da editora Féret, e estão entre os mais antigos produzidos na sua região.",157.6,133.96,15.0,Branco,Sauvignon Blanc (100%),França,Graves,Château Langlet,13.50% ABV,6 meses em barricas de carvalho francês.,Seco,Amarelo-claro,"Maracujá, herbáceo","Corpo de leve para médio, boa acidez, frutado, bom final",10 °C,4 anos,"Salmão ao molho Béarnaise, caldeirada, supremo de frango, lombo de porco com abacaxi, spaghetti al limone, e queijos frescos.",1.0,3.0
https://www.wine.com.br/vinhos/godello-luna-beberide-bierzo-d-o-branco-2017/prod19714.html,Godello Luna Beberide Bierzo D.O Branco 2017,"Este vinho é produzido com a Godello, uma variedade branca originária do noroeste da Espanha. Para elaborar esse rótulo foram utilizadas uvas provenientes de vinhedos com mais de 60 anos de idade. Esse exemplar pontuado, traz delicadas notas minerais, característica típica dessa casta.",150.6,128.01,15.0,Branco,Godello (100%),Espanha,Bierzo,Luna Beberide,13.50% ABV,6 meses em tanques de aço inox sobre as borras.,Seco,Amarelo-claro,"Floral, frutas brancas","Corpo de leve para médio, acidez agradável, mineral",9 °C,4 anos,"Paella, fettuccine com frutos do mar, tapas espanholas, rondeli de abobrinha recheado, salada de bacalhau com grãos, fricassê de frango.",1.0,1.0
https://www.wine.com.br/vinhos/macmurray-ranch-central-coast-pinot-noir-2015/prod20397.html,Macmurray Ranch Central Coast Pinot Noir 2015,"A vinícola Macmurray tem por objetivo fazer o melhor Pinot Noir californiano. pois enxergam esta variedade como aquela que, mais que qualquer outra, é capaz de traduzir o terroir, o caráter do solo, o clima e a emoção de quem a cultiva.",149.9,127.42,15.0,Tinto,Pinot Noir (100%),Estados Unidos,Califórnia,MacMurray Estate Vineyard,14.50% ABV,8 a 9 meses em barricas de carvalho com as borras (sur lie).,Meio Seco/Demi-Sec,Rubi claro,"Frutas vermelhas, especiarias, tabaco","Corpo de leve para médio, acidez presente, taninos macios",14 °C,5 anos,"Atum grelhado em crosta de gergelim, ravióli de abóbora com carne-seca, salmão grelhado com batata, galeto assado com purê de mandioquinha, penne ao sugo, queijos semiduros.",1.0,4.0
https://www.wine.com.br/vinhos/macmurray-russian-river-valley-pinot-gris-2016/prod20398.html,MacMurray Russian River Valley Pinot Gris 2016,"Produzido com a Pinot Gris, que pode ser encontrada com o nome de Pinot Grigio em alguns países, esse exemplar foi elaborado pela vinícola de Fred MacMurray, um ator de Hollywood que desde 1941 produz vinhos expressivos e de alta qualidade.",149.9,127.42,15.0,Branco,Pinot Gris (100%),Estados Unidos,Russian River Valley,MacMurray Estate Vineyard,,Em tanques de aço inox. ,Meio Seco/Demi-Sec,Amarelo-claro,"Pêssego, pera, maçã madura, floral","Leve, boa acidez, frutado",8 °C,4 anos,"Moqueca com pirão, bobó de camarão, bacalhoada, peixe na manteiga, ceviche de salmão, tomate recheado.",2.0,4.0
https://www.wine.com.br/vinhos/rancho-zabaco-sonoma-heritage-vines-zinfandel-2014/prod15021.html,Rancho Zabaco Sonoma Heritage Vines Zinfandel 2014,"Frutas negras maduras, chocolate, café, notas defumadas e nuance floral, são os aromas mais marcantes desse tinto californiano. No paladar, é intenso, possui boa presença, notas frutadas mescladas às do amadurecimento e acidez em equilíbrio com os taninos presentes. Nesse exemplar, que o enólogo busca a harmonia perfeita, pequena porcentagem da Petite Sirah foi adicionada para aumentar a complexidade das notas frutadas e garantir uma estrutura firme ao vinho. Um belo exemplar californiano elaborado com uvas do terroir de Sonoma County.",148.2,95.74,35.0,Tinto,"Zinfandel (94%), Petite Sirah (6%)",Estados Unidos,Sonoma County,Rancho Zabaco,14.80% ABV,Em barricas de carvalho francês e americano.,Meio Seco/Demi-Sec,Rubi intenso.,"Frutas negras maduras, chocolate, café, notas defumadas e nuance floral.","Intenso, boa presença gustativa, notas frutadas mescladas às do amadurecimento e acidez em equilíbrio com os taninos presentes.",15 °C,6 anos,"Costela assada, picanha invertida, lasanha gratinada, quiche de queijo, risoto de bacon com tomate seco, mix de queijos e embutidos.",8.0,4.5
https://www.wine.com.br/vinhos/jean-pierre-moueix-a-o-c-bordeaux-2015-/prod20200.html,Jean-Pierre Moueix A.O.C. Bordeaux 2015.,"Pontuado pelo crítico James Suckling, este tinto conta com a experiência de Moueix, um produtor especializado no terroir de Bordeaux, que produz alguns dos melhores vinhos da região desde 1937. Esse assemblage une a fruta e a complexidade da Merlot, com a estrutura e as especiarias da Cabernet Franc.",147.5,125.38,15.0,Tinto,"Merlot (80%), Cabernet Franc (20%)",França,Bordeaux,Moueix,13.50% ABV,Em garrafa nas caves.,Seco,Rubi,"Cereja, ameixa, morango, tabaco, especiarias","Médio corpo, acidez agradável, taninos macios",16 °C,7 anos,"Conchiglione de abóbora com carne seca, talharim com ragu de costela, quesadilla de mignon, risoto de parmesão, maminha ao forno com legumes, queijos semiduros.",3.0,3.5
https://www.wine.com.br/vinhos/william-hill-central-coast-cabernet-sauvignon-2016/prod20924.html,William Hill Central Coast Cabernet Sauvignon 2016,"Esse exemplar foi elaborado em Central Coast, mais especificamente nas regiões de Lake County, que por sua temperatura quente e solo vulcânico, cedeu ao vinho o médio corpo e taninos macios, enquanto Mendocino e Sonoma agregaram sutileza e acidez.",147.1,125.04,15.0,Tinto,"Cabernet Sauvignon, Merlot",Estados Unidos,Califórnia,William Hill Estate Winery,13.00% ABV,Em barricas de carvalho.,Meio Seco/Demi-Sec,Rubi,"Ameixa, cereja, baunilha, tosta, chocolate","Médio corpo, boa acidez, taninos macios, bom final",15 °C,6 anos,"Filé ao molho poivre, lasanha gratinada, filé à parmegiana, massas com ragú de calabresa, risoto de parmesão, queijos duros.",1.0,4.0
https://www.wine.com.br/vinhos/vinedo-de-los-vientos-alcyone-tannat-dessert-wine-500-ml/prod8279.html,Viñedo De Los Vientos Alcyone Tannat Dessert Wine 500 ml,"Um vinho especial, elaborado a partir da combinação das técnicas de vinificação dos fortificados italianos Marsala e Barolo Chinato, resultando em um tinto aromático, saboroso e aveludado em boca, pontuado pelo Guia Descorchados.",140.0,119.0,15.0,Licoroso,Tannat (100%),Uruguai,Atlántida,Viñedo de los Vientos,16.00% ABV,Em barricas de carvalho francês,Suave/Doce,Rubi profundo.,"Frutas negras com notas de caramelo, chocolate e baunilha.","Aveludado em boca, com taninos macios e sabor marcante.",15 °C,5 anos,"Sobremesas à base de chocolate como brownie, tortas com frutas secas e amêndoas.",16.0,4.0
https://www.wine.com.br/vinhos/chateau-la-couronne-reserve-a-o-c-montagne-saint-emilion-2014/prod17071.html,Château La Couronne Réserve A.O.C. Montagne Saint-Émilion 2014,"Tinto com aromas de frutas negras e vermelhas maduras, com notas de tosta, cacau, caramelo e nuance de especiarias. Em boca, se mostra encorpado, frutado, fresco, com taninos presentes e bom final. Este exemplar é elaborado em Montagne Saint-Émilion, região localizada entre o Pomerol e Saint-Émilion, com solos antigos, no qual a uva Merlot reina na elaboração dos vinhos.",139.9,118.92,15.0,Tinto,Merlot (100%),França,Montagne Saint-Émilion,Château La Couronne,14.00% ABV,12 meses de sur lie em barricas de carvalho francês,Seco,Rubi,"Frutas negras maduras, frutas vermelhas maduras, tosta, cacau, caramelo, especiarias","Encorpado, frutado, fresco, taninos presentes, bom final ",16 °C,10 anos,"Marreco ao molho de ameixas, nhoque de mandioquinha com ragu de costela, entrecôte com sauce, picanha argentina na brasa, lasanha de queijo de cabra, espinafre e molho bechamel, capeletti ao funghi com escalopes de vitela.",1.0,5.0
https://www.wine.com.br/vinhos/uniqo-reserva-d-o-c-douro-2014/prod21023.html,Uniqo Reserva D.O.C. Douro 2014,"Um dos vinhos mais premium da grandiosa Companhia das Quintas, esse tinto pontuado com 92 pontos Wine Enthusiast e Medalha de Ouro no Concours Mondial Bruxelles de 2017 nasce em um dos terroirs mais privilegiados do Douro, uma área chamada Douro Superior.",-1.0,-1.0,,Tinto,"Tinta Roriz (50%), Touriga Nacional (30%), Touriga Franca  (20%)",Portugal,Douro,Companhia das Quintas,15.00% ABV,18 meses em barricas de carvalho francês.,Seco,Rubi intenso,"Frutas negras maduras, especiarias, tosta","Potente, encorpado, taninos presentes, acidez agradável, final persistente",15 °C,8 anos,"Sanduíche Reuben, paleta de cordeiro ao forno, risoto com mix de cogumelos, bife ancho, pappardelle com gorgonzola e tiras de mignon, matambre recheado.  ",5.0,3.5
https://www.wine.com.br/vinhos/arrocal-passion-crianza-d-o-ribera-del-duero-tempranillo-2015/prod21067.html,Arrocal Passión Crianza D.O. Ribera del Duero Tempranillo 2015,"Esse tinto reflete o terroir que está às margens de um dos rios mais famosos da Península Ibérica, o Duero. Classificado como Crianza, que na Denominação de Origem Ribera del Duero indica um amadurecimento mínimo de 12 meses em barricas de carvalho, esse vinho marca o trabalho em conjunto de duas gerações da família dos fundadores da Bodegas Arrocal.",-1.0,-1.0,,Tinto,Tempranillo (100%),Espanha,Ribera del Duero,Bodegas Arrocal,14.50% ABV,12 meses em barricas de carvalho francês. ,Seco,Rubi intenso,"Ameixa, framboesa, cassis, cedro, amadeirado","Corpo de médio para encorpado, taninos presentes, boa acidez, frutado, amadeirado, final longo",15 °C,8 anos,"Paella valenciana, ravióli com ragu de cordeiro, risoto de brie, ossobuco com polenta trufada, arroz de pato, costela no bafo. ",2.0,4.0
https://www.wine.com.br/vinhos/cavas-don-nicasio-gran-reserva-malbec-2015/prod20295.html,Cavas Don Nicasio Gran Reserva Malbec 2015,"O nome Cavas Don Nicasio tem sua origem no nome do pai dos atuais donos da vinícola, Don Nicasio Mendez Collado. E as uvas que deram origem a este exemplar vieram dos vinhedos de Malbec mais antigos da propriedade.",165.3,140.51,15.0,Tinto,Malbec (100%),Argentina,Mendoza,Bodega Iaccarini,13.50% ABV,18 meses em barricas de carvalho francês.,Seco,Rubi intenso,"Frutas negras maduras, chocolate, defumado","Corpo de médio para encorpado, taninos presentes, acidez agradável, amadeirado, frutado",16 °C,10 anos,"Entrecote angus com batata defumada e molho bernaise, pappardelle com ragu de cordeiro, risoto de ossobuco, nhoque aos quatro queijos gratinado, carne de sol com aipim na manteiga de garrafa, bife de tira com legumes na brasa.",7.0,3.5
https://www.wine.com.br/vinhos/vik-a-2016/prod23302.html,Vik A 2016,"Vik A é uma linha exclusiva, elaborada para a Wine pela encantadora vinícola Vik. Seus vinhos ganham vida no Vale do Millahue, conhecido como o lugar do ouro, no Valle del Cachapoal, pelas mãos dos renomados enólogos Patrick Valette e Cristian Vallejo.",199.9,169.92,15.0,Tinto,"Carménère (9%), Cabernet Sauvignon (68%), Syrah (5%), Cabernet Franc (3%), Merlot (15%)",Chile,Valle del Cachapoal,Vik,14.00% ABV,23 meses em barricas de carvalho.,Seco,Rubi,"Morango maduro, cassis, framboesa, amora, frutas secas, pimenta-do-reino, café","Estruturado, taninos presentes, boa acidez, complexo, final longo, frutado, amadeirado",15 °C,10 anos,"Stinco de cordeiro em redução do próprio molho, plateado chileno, mignon ao molho madeira com purê de mandioquinha, risoto de cogumelos, bife ancho com legumes, carne vermelha na brasa.",1.0,5.0
https://www.wine.com.br/vinhos/vik-a-2015/prod22476.html,Vik A 2015,"Vik A é uma linha exclusiva, elaborada para a Wine pela encantadora vinícola Vik. Seus vinhos ganham vida no Vale do Millahue, conhecido como o lugar do ouro, no Valle del Cachapoal, pelas mãos dos renomados enólogos Patrick Valette e Cristian Vallejo.",199.9,140.0,30.0,Tinto,"Carménère (9%), Cabernet Sauvignon (68%), Syrah (5%), Cabernet Franc (3%), Merlot (15%)",Chile,Valle del Cachapoal,Vik,14.00% ABV,23 meses em barricas de carvalho.,Seco,Rubi,"Morango maduro, cassis, framboesa, amora, frutas secas, pimenta-do-reino, café","Estruturado, taninos presentes, boa acidez, complexo, final longo, frutado, amadeirado",15 °C,10 anos,"Stinco de cordeiro em redução do próprio molho, plateado chileno, mignon ao molho madeira com purê de mandioquinha, risoto de cogumelos, bife ancho com legumes, carne vermelha na brasa.",38.0,4.5
https://www.wine.com.br/vinhos/les-tours-de-la-riviere-a-o-c-fronsac-2016/prod22209.html,Les Tours de La Rivière A.O.C. Fronsac 2016,"A safra de 2016 foi incrível em Fronsac, apesar de ter tido um início de temporada que preocupou os viticultores. As horas de chuvas e sol foram essenciais para o ciclo correr perfeitamente. É um vinho que já está pronto para ser bebido e possui uma acidez deliciosa para harmonizar.",139.9,118.92,15.0,Tinto,"Merlot (90.00%), Cabernet Sauvignon (10.00%)",França,Fronsac,Château de La Rivière,13.50% ABV,Em tanques de aço inox.,Seco,Rubi,"Frutas negras, violeta, alcaçuz","Frutado, médio corpo, taninos macios, boa acidez",15 °C,7 anos,"Fraldinha na brasa, mix de embutidos, filé ao molho de queijos, hambúrguer vegetariano, pizza de presunto Parma, talharim ao ragu de carne.",1.0,3.0
https://www.wine.com.br/vinhos/fortant-de-france-terroir-d-altitude-syrah-2017/prod21794.html,Fortant de France Terroir d'Altitude Syrah 2017,"Assinado pela vinícola francesa Fortant, este tinto é elaborado com uvas de vinhedos de altitude, localizados em uma colina vulcânica. O terroir possui solo basáltico e grande amplitude térmica entre o dia e a noite, proporcionando um amadurecimento lento para as uvas. Com boa estrutura para evoluir, pode ser guardado por até um ano antes de degustar.",138.8,117.98,15.0,Tinto,Syrah (100%),França,Languedoc-Roussillon,Fortant ,14.00% ABV,"4 meses em barricas de carvalho francês, sobre as borras",Seco,Rubi,"Alcaçuz, ameixa, violeta, especiarias picantes, leve amadeirado","Encorpado, taninos presentes, acidez agradável, saboroso, nuances de pimenta",15 °C,6 anos,"Arroz de pato, fettuccine com ragu de carne, risoto de costelinha defumada, pernil suíno com legumes ao forno, maminha na brasa, queijos semiduros.",5.0,4.0
https://www.wine.com.br/vinhos/fortant-de-france-terroir-d-altitude-merlot-2017/prod21795.html,Fortant de France Terroir d'Altitude Merlot 2017,"Este tinto é elaborado com uvas provenientes de vinhas de altitude, cultivadas em uma área chamada de Salagou. As colinas dessa região, que remontam o período permiano, possuem um terroir árido, que devido a escassez de água, gera uvas mais concentradas. Com boa estrutura para evoluir, pode ser guardado por até um ano antes de degustar.",138.8,94.38,32.0,Tinto,Merlot (100%),França,Languedoc-Roussillon,Fortant ,14.50% ABV,"4 meses em barricas de carvalho francês, sobre as borras",Seco,Rubi,"Amora madura, cereja negra madura, especiarias","Corpo médio para encorpado, taninos presentes, acidez agradável, mescla de notas frutadas e amadeiradas",15 °C,6 anos,"Ravioli de cacau com recheio de nozes e molho de queijo, bisteca suína com gratin de batatas, ossobuco com polenta, galeto recheado com farofa de bacon, quesadilla de mignon, lombo suíno ao forno.",5.0,4.0
https://www.wine.com.br/vinhos/fortant-de-france-terroir-d-altitude-viognier-2017/prod22357.html,Fortant de France Terroir d'Altitude Viognier 2017,"Este exemplar é elaborado com uvas cultivadas em colinas situadas no sul da França, na região de Languedoc-Roussillon. Com parte do vinho fermentado em barricas de carvalho francês e uvas colhidas durante a noite, esse branco expressa complexidade no aroma e no paladar.",138.8,117.98,15.0,Branco,Viognier (100.00%),França,Languedoc-Roussillon,Fortant ,13.00% ABV,6 meses em barricas de carvalho francês sobre as borras. ,Seco,Amarelo-claro,"Complexo, frutas tropicais, damasco, floral","Saboroso, frutado, bom corpo, fresco, final longo",8 °C,4 anos,"Ostras frescas, camarão empanado, arroz de polvo, peixe ao forno com legumes, massa com molho branco, canapés.",1.0,4.0
https://www.wine.com.br/vinhos/canepa-finisimo-gran-reserva-sauvignon-blanc-2014/prod13639.html,Canepa Finísimo Gran Reserva Sauvignon Blanc 2014,"Esse varietal é elegante, harmonioso e com agradável frescor. Com toda a delicadeza e prestígio da linha Finísimo da premiada Viña Canepa, Canepa Gran Reserva Finísimo Sauvignon Blanc reflete o melhor de seu terroir.",-1.0,-1.0,,Branco,Sauvignon Blanc (100%),Chile,Valle de Casablanca,Viña Canepa,13.00% ABV,5 meses em tanques de aço inox.,Seco,Amarelo palha com reflexos esverdeados.,Frutas cítricas com notas minerais.,"Frutado, fresco, com acidez equilibrada e um final agradável.",9 °C,5 anos,"Mariscada, talharim na manteiga e sálvia, filé de peixe grelhado, legumes sauté, salmão na brasa, carpaccio.",8.0,4.0
https://www.wine.com.br/vinhos/maycas-del-limari-reserva-especial-syrah-2015-/prod19261.html,Maycas del Limarí Reserva Especial Syrah 2015.,"O enólogo Marcelo Papa foi um dos pioneiros em reconhecer o potencial do Vale del Limarí, região próxima ao deserto de Atacama, e deu início ao projeto que hoje é a vinícola Maycas, produzindo vinhos memoráveis, como você pode conferir nesse exemplar.",-1.0,-1.0,,Tinto,Syrah (100%),Chile,Valle del Limarí,Maycas del Limarí,13.50% ABV,18 meses em barricas de carvalho francês.,Seco,Rubi intenso,"Frutas negras, defumado, cacau, especiarias picantes","Corpo de médio para encorpado, fresco, frutado, amadeirado, final longo",16 °C,7 anos,"Filé ao poivre, rabada com aipim, lasanha de berinjela, risoto de paio, galinha ao molho pardo, e queijos semiduros.",5.0,4.0
https://www.wine.com.br/vinhos/casa-burmester-reserva-d-o-c-douro-tinto-2016/prod22208.html,Casa Burmester Reserva D.O.C. Douro Tinto 2016,"Elaborado com a Touriga Nacional, Touriga Franca e Tinta Roriz, esse rótulo pontuado é uma expressão da famosa região do Douro e destas três uvas portuguesas. Saboroso e com vocação gastronômica, deve também sua qualidade à experiência da Burmester, tradicional vinícola do Douro com mais de 260 anos de história.",165.9,141.02,15.0,Tinto,"Tinta Roriz (40%), Touriga Nacional (35%), Touriga Franca  (25%)",Portugal,Douro,Burmester,13.50% ABV,9 meses em barricas novas de carvalho francês e americano.,Seco,Rubi,"Ameixa, framboesa, floral, amadeirado","Corpo de médio para encorpado, taninos macios, fresco, bom final",15 °C,8 anos,"Alcatra ao forno, t-bone steak com batatas rústicas, talharim calabrês, torta grega de cordeiro, estrogonofe de carne de soja, queijos duros.",1.0,4.0
